paper_id,paper_title,abstract,type,pubmed_id
579,"Serious Games Analytics: Theoretical Framework","Serious Games is a unique industry that is concerned with the training/learning performance assessment of its clients. It is one of three digital technology industries (along with digital games, and online learning) that are rapidly advancing into the arena of analytics. The analytics from these industries all came from the tracing of user-generated data as they interacted with the systems, but differed from one another in the primary purposes for such analytics. For example, the purpose of game analytics is to support the growth of digital (entertainment) games, while that of learning analytics is to support the online learning industries. Although some game and learning analytics can indeed be used in serious games, they lack specific metrics and methods that outline the effectiveness of serious gamesan important feature to stakeholders. Serious Games Analytics need to provide ( actionable ) insights that are of values to the stakeholdersspecific strategies/policies to improve the serious games, and to (re)train or remediate play-learners for performance improvement. Since the performance metrics from one industry are unlikely to transfer well into another industry, those that are optimal for use in the Serious Games industry must be properly identified as Serious Games Analytics to properly measure, assess, and improve performance with serious games.",NULL,NULL
580,"Designing a Serious Game as a Diagnostic Tool","Serious games offer the potential to not only entertain and educate, but can also operate as a diagnostic tool. While designing a game with the goal of a diagnostic tool, we faced many challenges. In this paper, we share our experiences in dealing with these challenges in the iterations of designing, implementing, and evaluating such a tool.",NULL,NULL
581,"EEG-Based Serious Games","Recently, new types of sensors such as electroencephalogram (EEG) devices became available for game development. This makes possible to adapt games using brain states recognition, for example, emotion recognition from EEG or to propose neurofeedback games. In this work, real-time emotion recognition and fractal dimension-based neurofeedback algorithms are implemented and integrated in serious games. Two types of serious games are designed and implemented: e-learning and neurofeedback games. Emotion-enabled e-learning games such as emotional companions and Bar game and neurofeedback games such as Escape, Shooting, Affective shooting, Maze, and collaborative XEE games are described.",NULL,NULL
582,"Participatory Game Design for the INTERACCT Serious Game for Health","In this paper we present results from our user-centered and participative design approach using methods from design thinking and explorative design with school children aged 8 - 14 in context with a game created for children after cancer treatment. After stem-cell transplantation, pediatric patients must remain in aftercare due to a high risk of suffering from a plethora of life threatening organic problems. In this phase, communication with the clinicians is key for an increased survival probability. The multidisciplinary INTERACCT aims at developing a child friendly communication tool based on gamification principles in order to foster this important communication and should stimulate physiotherapy exercises and treatment compliance. Finally, through analyzing gaming scores, INTERACCT should also act as a sensor for detecting problematic phases children are going through. Since the design of INTERACCT is key to its success, the results presented here act as important guidelines for designing the game world. The results of the evaluation are are game characters and story lines, which will provide starting points for creating the INTERACCT game world and which shall be subject to a future validation with sick children.",NULL,NULL
583,"Can Videogames Improve Executive Functioning? A Research Based on Computational Neurosciences","Nowadays, we are living a different use and understanding of videogames. Particularly, Serious Games aim to develop specific objectives beyond entertainment, mainly, educational and training objectives. There is a novel perspective that uses serious games as an innovative tool in the field of health (health games). This paper belongs to that perspective due to its multidisciplinary perspective focused on neurosciences and computation. The main goal is to determine the frontal-lobe brain activity (executive functioning) while using videogames. The participants of the developed experiments were children from 8 to 12 years old whose executive functioning was evaluated using psychological assessments to obtain a cognitive profile and can validate the cognitive skills developed during the use of videogames, particularly, adventure-action genre. The analysis of brain activity was performed through an electroencephalography neuroheadset which collects brain signals during the physiological assessment and while users are playing videogames. The hypotheses to validate are whether videogames can develop executive functioning and whether it is possible to identify which kind of cognitive skills are developed during each kind of typical mechanics in adventure-action videogames.",NULL,NULL
584,"Blitzmerker: Learning Idioms with a Mobile Game","In this paper, we present a mobile learning game for helping children understand idiomatic expressions. This is particularly helpful for Autistic children as they have problems understanding abstract concepts which can hinder their natural interaction. The game is also suitable for children from a foreign background who often encounter such expressions in their everyday communication and also usually misinterpret them into their verbal meaning. The game has the option of learning either the English or the German Idioms and can be easily extended to include other languages. The game was created for Android phones and tablets and evaluated with 12 autistic children. Participants indicated that they enjoyed playing the game and that it helped them learn many idioms.",NULL,NULL
585,"A Meta-Analysis of Data Collection in Serious Games Research","Serious game analytics share many of the challenges of data analytics for computer systems involving human activity. Key challenges include how to collect data without influencing its generation, and more fundamentally, how to collect and validate data from humans where a primary emphasis is on what people are thinking and doing. This chapter presents a meta-analysis of data collection activities in serious games research. A systematic review was conducted to consider metrics and measures across the humancomputer interaction, gaming, simulation, and virtual reality literature. The review focus was on the temporal aspect of data collection to identify if data is collected before, during, or after gameplay and if so what fundamental processes are used to collect data. The review found that the majority of data collection occurred post-game, then pre-game, and finally during gameplay. This reflects traditional difficulties of capturing gameplay data and highlights opportunities for new data capture approaches oriented towards data analytics. Also we identify how researchers gather data to answer fundamental questions about the efficacy of serious games and the design elements that might underlie their efficacy. We suggest that more standardized and better-validated data collection techniques, that allow comparing and contrasting outcomes between studies, would be beneficial.",NULL,NULL
586,"Using Serious Games to Train Children and Elicit Fire Safety Behaviour","Serious Games are being increasingly used as a tool for various applications, contrary to the traditional entertainment purpose. One of their application domains is fire safety. Possible injuries from fires are a dangerous safety concern for children, for instance. Another important issue is the elicitation of behavioural knowledge to design and feed simulation models. The lack of human behaviour data is often referred to as a drawback to evacuation simulation designers. This paper addresses the aforementioned matters in respect to: i) acquiring valuable knowledge on children behaviour when facing the urgent need for evacuation; and ii) devising an educational tool. A group of 19 children from an elementary school played two different role plays using a Serious Game and the data of their behaviours was collected. Results were analysed and are here presented. Future work is two-fold: to expand and to refine data collection to other groups such as elderly; to use this data for crowd synthesis particularly for evacuation simulators.",NULL,NULL
587,"Gamification Design Based Research on Speech Training System for Hearing-Impaired Children","There are about 137,000 hearing-impaired children in 06 years old in China. Unfortunately, it has about 23,000 newborn hearing-impaired children each year. The number is far larger in the world. As a result of hearing impairment, children lost the ability to speak. The society should pay more attention to them. A number of methods and products have been developed. However, these products are more like laboratory instruments and lack of humane and fun. As a result, it has no appeal to children. Parents has a great influence to the training. So it requires time and effort from the parents and many parents may have to take time off from work [ 1 ]. Economic pressures increases the misfortune of each family. In the age of advocating the user experience, it is essential to understand the products from the perspective of hearing-impaired children and their families to increase interest of the product. Gamification design is a great solution that increases the interest of the speech training system. In this paper, we focus on the influence of different game mechanics of speech training system for hearing-impaired children combined with the theories of immersion, flow experience and performance. A self-service training system has been developed.",NULL,NULL
588,"Serious Game for the Evaluation of Cognitive Function of Kids","This paper describes the serious game contents for the evaluation of cognitive function for kids. The game contents were designed for measuring and enhancing the cognitive function of the kids (ages 57). We clustered the measurable cognitive functions as auditory attention, visual attention, attention shift, and impulse control. This study is based on the advisory of the Department of Psychiatry and Behavioral Science, Seoul National University College of Medicine. In impulse control task, we applied the vision based head tracking technology. This study is meaningful on the point view that we can evaluate and enhance the cognitive function of kids who are familiar with the computer environments.",NULL,NULL
589,"Capacity Building in Water with Serious Games","Serious games are not a new concept, but serious games using real-life data-coupled with real-time modelling and combining the model results with social and economic factors opens up a new paradigm for active stakeholder participation and education. Aqua Republica combines a game layer with a water allocation model, MIKE HYDRO, to create an interactive, realistic virtual environment where players play the role of a democratic leader of a river catchment. Different versions of the game are developed to support different interests. Examples include a version for educating school-age children, a version for stakeholder participation workshops and a version for raising awareness",NULL,NULL
590,"A Literature Review of Serious Games for Intellectual Disabilities","Our review examines the literature on Serious Games used as learning tools for people with intellectual disabilities. Although intellectual disabilities are a very broad field where each individual has very specific characteristics, it would be beneficial to have general evidence-based recommendations about how to design videogames adapted to their cognitive requirements. Thus, the first step of our investigation is to identify and review the available literature on Serious Games for intellectual disabilities classifying them according to the learning outcomes associated. Search terms identified 43 papers covering this topic and our review presents the initial results. A second aim is to understand the mechanics designed, the methods used in the investigation and the data obtained. The final goal is to identify what is working in this kind of games and how this can be generalized into a methodology to simplify the creation of more effective games for people with intellectual disabilities.",NULL,NULL
591,"Guidelines for the Design and Implementation of Game Telemetry for Serious Games Analytics","The design of game telemetry requires careful attention to the chain of reasoning that connects low-level behavioral events to inferences about players learning and performance. Measuring performance in serious games is often difficult because seldom do direct measures of the desired outcome exist in the game. Game telemetry is conceived as the fundamental element from which measures of player performance are developed. General psychometric issues are raised for game-based measurement, and data issues are raised around format, context, and increasing the meaningfulness of the data itself. Practical guidelines for the design of game telemetry are presented, including targeting in-game behaviors that reflect cognitive demands, recoding data at the finest usable grain size, representing the data in a format usable by the largest number of people, and recording descriptions of behavior and not inferences with as much contextual information as practical. A case study is presented on deriving measures in a serious game intended to teach fraction concepts.",NULL,NULL
592,"A Serious-Game Framework to Improve Physician/Nurse Communication","This paper focuses on a serious-game framework for a dialogue-driven game called GLIMPSE (A G ame to L earn I mportant Communications M ethods for P atient S afety E nhancement). The eight essential components of the framework include: recommended communication behavior; accurate translation; narrative-driven, role-playing episodes that allow practice in different challenging situations; perspective sharing mechanisms; a design paradigm that accommodates time challenges of participants; motivational gameplay rewards; feedback/assessment mechanisms; and curriculum. The paper explores how the framework was developed as well as implementation challenges, lessons learned and opportunities for future research.",NULL,NULL
593,"A Parallel Universe: Psychological Science in the Language of Game Design","This chapter uses the evolving language of game design to demonstrate how psychological science provides a foundation for game-based learning. Section 1. Provides a brief review of the history of games in the psychological literature. Section 2. Describes how the scientific principles of behaviorism connect to the language of games and Section 3. Performs the same task with regard to cognitive psychology. Section 4. Warns the game community about psychological hazards that can create trouble for individuals and organizations trying to realize the promise of gamification. Section 5. Summarizes a research agenda for psychology.",NULL,NULL
594,"Theoretical Issues for Game-based Virtual Heritage","This paper critiques essential features in prominent theories of serious games, and compares them to interaction features of commercial computer games that could be used for history and heritage-based learning in order to develop heuristics that may help future the specific requirements of serious game design for interactive history and digital heritage.",NULL,NULL
595,"Increasing Super Pop $$VR^{TM}$$ V R T M Users Intrinsic Motivation by Improving the Games Aesthetics","During physical therapy intervention protocols, its important to consider the individuals intrinsic motivation to perform in-home recommended exercises. Physical therapy exercises can become tedious thus limiting the individuals progress. Not only have researchers developed serious gaming systems to increase user motivation, but they have also worked on the design aesthetics since results have shown positive effects on the users performance for attractive models. As such, we improved the aesthetics of a previously developed serious game called Super Pop $$VR^{TM}$$ V R T M . Namely, we improved the game graphics, added new game features, and allowed for more game options to provide users the opportunity to tailor their own experience. The conducted user studies show that participants rank the version of the game with the improved aesthetics higher in terms of the amount of interest/enjoyment it generates, thus allowing for an increase in intrinsic motivation when interacting with the system.",NULL,NULL
596,"Analytics-Driven Design: Impact and Implications of Team Member Psychological Perspectives on a Serious Games (SGs) Design Framework","The number of educational or serious games (SGs) available to educators has increased in recent years as the cost of game development has been reduced. A benefit of SGs is that they employ not only lesson content but also knowledge contexts where learners can connect information to its context of use with active participation and engagement. This, in turn, improves learners ability to recall, integrate, and apply what they learn. Much of the research on game analytics has examined learner in-game trails to build predictive models that identify negative learner actions (e.g., systematic guessing after the fact). However, analytics can also be used in the game design and development phases. Drawing on evidence-centered design (ECD), the chapter outlines ways that analytics can drive the development of scenarios and activities in a game and thus allows SGs to function as contextual apprenticeships, providing robust assessment opportunities. We describe how ECD theory was applied in a project to develop and test a SG that trains people to reduce their reliance on cognitive biases. We describe instances during the design process where our team encountered obstacles due to differing psychological and learning/teaching orientations, a topic rarely explored in the SG or ECD literature. Furthermore, we describe the final analytics-based game design features. We propose an additional element (persona) and how we anticipate incorporating that ECD extension into future projects.",NULL,NULL
597,"Examining Through Visualization What Tools Learners Access as They Play a Serious Game for Middle School Science","This study intends to use data visualization to examine learners behaviors in a 3D immersive serious game for middle school science to understand how the players interact with various features to solve the central problem. The analysis combined game log data with measures of in-game performance and learners goal orientations. The findings indicated students in the high performance and mastery-oriented groups tended to use the tools more appropriately relative to the stage they were at in the problem-solving process, and more productively than students in low performance groups. The use of data visualization with log data in combination with more traditional measures shows visualization as a promising technique in analytics with multiple data sets that can facilitate the interpretation of the relationships among data points at no cost to the complexity of the data. Design implications and future applications of serious games analytics and data visualization to the serious game are discussed.",NULL,NULL
598,"Simultaneously Developing a Serious Game and Its Classroom Use for Fostering Conceptual Understanding of Electrical Circuits: The Effect of the Game E&E Electrical Endeavours on Secondary Students Conceptual Understanding of Electrical Circuits","Making use of favourable local circumstances an interdisciplinary team of content-experts, educational researchers, game-designers and secondary school teachers was formed. Using a design-research approach, the team simultaneously developed and tested a serious game for the teaching off electrical circuits and effective classroom practice using it. The project comprised two rounds. In a first round, an open-inquiry teaching strategy was used and the game was observed to have a strong impact on students understanding, though not in the desired way. On the basis of this evaluation and additional expert-review, the game was redesigned. Simultaneously classroom practice was improved accordingly. An extend teacher guide was developed, supporting teachers in switching between free gaming episodes in classroom and episodes of discussion and reflection. In the second round a strong impact on students conceptual understanding of electrical circuits was observed and the students showed fewer misconceptions. Moreover students spontaneously reported that the game had helped them to understand the subject. We conclude that multi-disciplinaire collaboration was essential for this result, and that teachers played a critically role in connecting the development of the game and classroom practice. The design research approach taken greatly helped to keep the teams focus on the educational output. Accordingly, the educational expert appeared to be best positioned to play a leading role. It was also concluded that when a suitable mental model is coherently represented in the games structure and layout (looks included), a serious game may significantly contribute to students conceptual understanding.",NULL,NULL
599,"The Future of Immersive Technologies and Serious Games","This presentation seeks to explore likely developments in immersive technologies (defined as those technologies and applications which so immerse us that we choose to spend our discretionary time, attention, and income on them) and serious games (defined as the use of video game technologies and applications for non-entertainment purposes). It argues that immersive technologies, serious games and gamification are likely to play a vital role in addressing some of the most important challenges faced by business and society in the twenty-first century. This paper examines some of the disruptive changes that have taken place in the last 50years as a result of digital technologies and their impact on our daily lives and illustrates the potential of these technologies to shape a more sustainable future.",NULL,NULL
600,"Exploring the Importance of Making in an Educational Game Design","Educational games have been employed in many settings as a means to engage young students. Different genres and applications of games have been used to improve learning experience. The design or making of games in learning activities has been linked to teaching of new skills. Within this paper we explore and discuss the differences of involving young students into the game design and development process compared to just playing an educational game. In particular, we designed an educational math-game and an activity that involves children in playing or modifying the game, and we performed a between groups experiment with sixty students of the second grade of middle school (12 to 13 years old). Students formed three equivalent groups of twenty. The first group played the game, the second engaged with re-designing and modifying the game and the third (control) group solved the same exercises (with the educational game) on paper. The results showed that the making group exhibits certain attitudinal benefits. Hence, our findings suggest that learning through games should include more than just playing a well-designed game, it should also consider the involvement of students with various making affordances.",NULL,NULL
601,"A Game-Based Solution for In-Home Rehabilitation","This paper presents initial concepts from the REHAB@HOME project investigating the patient-centered design of game environments aimed to raising patients motivation and compliance with motor-cognitive rehabilitation programs. During the initial phase of the project a patients client was developed to deploy five rehabilitation games through main gaming platforms and interaction devices (Kinect, LeapMotion, Sifteo Cubes). Also, a professional client was designed to enable clinicians the remote monitoring of patients progress in home settings. We discuss main features developed for both clients that can inform the future realization of game-based solutions for upper body rehabilitation programs.",NULL,NULL
602,"Teaching and Promoting Smart Internet of Things Solutions Using the Serious-Game Approach","In the era of technological advances, the rapid development of network connected objects, cloud computing, software development methodologies, and teaching techniques direct us to the smart solutions. The objective of the chapter is to propose a methodology for teaching and promoting smart internet of things solutions based on the serious-game approach. In the serious-games approach, the simulations of real-world events or processes are used to analyze complex situations and propose solutions. The usage of serious games is entertaining, but their primary goal is to train and educate people; simultaneously, this approach may have other purposes such as marketing or advertisement.",NULL,NULL
603,"Serious Games for Elderly Continuous Monitoring","Information technology (IT) and serious games allow older population to remain independent for longer. Hence, when designing technology for this population, developmental changes, such as attention and/or perception, should be considered. For instance, a crucial developmental change has been related to cognitive speed in terms of reaction time (RT). However, this variable presents a skewed distribution that difficult data analysis. An alternative strategy is to characterize the data to an ex-Gaussian function. Furthermore, this procedure provides different parameters that have been related to underlying cognitive processes in the literature. Another issue to be considered is the optimal data recording, storing and processing. For that purpose mobile devices (smart phones and tablets) are a good option for targeting serious games where valuable information can be stored (time spent in the application, reaction time, frequency of use, and a long etcetera). The data stored inside the smartphones and tablets can be sent to a central computer (cloud storage) in order to store the data collected to not only fill the distribution of reaction times to mathematical functions, but also to estimate parameters which may reflect cognitive processes underlying language, aging, and decisional process.",NULL,NULL
604,"Prevention in Addiction: Using Serious Games to (re)train Cognition in Dutch Adolescents","Excessive use of psychoactive substances during adolescence poses a serious health risk. It can lead to cognitive impairment, as well as addictive problems later in life. Dual process models of addiction suggest that to counter this development, the overdeveloped automatic reactions to drug-related cues should be tempered and cognitive control functions should be strengthened. Recently, several training paradigms have been developed to (re)train these processes. While effective in long time users, most adolescents lack a motivation to train. To motivate them we have developed several serious games that incorporate these evidence-based training paradigms. This paper will present some of them and describe how they work.",NULL,NULL
605,"Serious Games and Personalization of the Therapeutic Education","Therapeutic education uses currently serious games techniques, to have more impact on persons with a chronic disease at their place of living. This requires to customize the game so that the person attempts to change in his lifestyle and dietary habits, according to the specific advices given at relevant moments by the therapeutic monitoring. Thus, taking better account of alimentary and sedentary own habits, and those of his family or professionnel environment, it is possible to build a personalized educational tool, which evolves according the transformations of the pathotology (toward stabilization or to complication), taking into account an actimetry objectified by sensors, complementing and overlapping the information obtained by subjective reporting declarative procedures of dialogue with the virtual coach, during the game. We take as an example the sequence obesity/type 2 diabetis, which affects between 4% and 10% of older people in most developed and developing countries",NULL,NULL
606,"H-Treasure Hunt: A Location and Object-Based Serious Game for Cultural Heritage Learning at a Historic Site","Serious game is commonly used to support cultural heritage such as historical teaching and learning, and enhancing historic site visits. Nowadays most of in situ serious games have been supported by GPS but it is not suitable for a small-scale historic site. In this paper, we propose a location and object-based serious game application H-Treasure Hunt. H-Treasure hunt integrates location-based service with object-based sensors to find more exact location of artifacts at a historic site. In the game, the players wear Head Mounted Display (HMD) and explore a historic site interacting with artifacts to complete missions. In this way, H-Treasure Hunt will act as a tour guide helping users learn about the historic site and artifacts. The use of this application is to support cultural heritage teaching and learning as well as enhancing historical site visits.",NULL,NULL
607,"A Health Policy Simulation Model of Smallpox and Ebola Haemorrhagic Fever","This study proposes a simulation model of a new type of infectious disease based on smallpox, Ebola haemorrhagic fever and a health policy Game. SIR (Susceptible, Infected, Recovered) model has been widely used to analyse infectious diseases such as influenza, smallpox, bioterrorism, to name a few. On the other hand, Agent-based model or Individual-based model begins to spread in recent years. The model enables to represent behaviour of each person in the computer. It also reveals the spread of an infection by simulation of the contact process among people in the model. The study designs a model based on Epsteins model in which several health policies are decided such as vaccine stocks, antiviral medicine stocks, the number of medical staff to infection control measures and so on. Furthermore, infectious simulation of Ebola haemorrhagic fever, which has not yet any effective vaccine, is also implemented in the model. As results of experiments using the model, it has been found that preventive vaccine, antiviral medicine stocks and the number of medical staff are crucial factors to prevent the spread. In addition, a health policy game against a new type of infectious disease is designed as a serious game.",NULL,NULL
608,"A Role-Switching Mechanic for Reflective Decision-Making Game","This paper introduces issues about a methodology for the design of serious games that help players/learners understand their decision-making process. First, we discuss the development of a video game system based on a role-switching mechanic where the player becomes the game leader of the experience. Then, we introduce game mechanics designed to induce a specific behavior, overconfidence, that helps to understand the players decision-making processes. Finally, we describe tools for measuring the players self-reflection regarding their judgment process.",NULL,NULL
609,"Developing an Ontology for Autonomous Entities in a Virtual Reality: The PRESTO Experience","The PRESTO project focuses on modeling the behaviour of humans and rational entities in general (e.g. animals, vehicles with a human driver), specifically to represent decision making driven by norms or doctrine as well as culture and emotional factors. PRESTOs models are used to drive NPCs (Non-Player Characters) in serious games, currently applied to emergency management and training in health environments (hospitals and such) even if the technology is not domain- nor game-specific. A number of requirements have led to the adoption of ontologies as the main classification and annotation mechanism of both the external world and the internal states of an NPC. Structuring and building these ontologies have been done by adopting a mixed top-down and bottom-up approach. The main results are (1) a top-level ontology inspired by the well-known DOLCE; (2) the structuring of the ontologies in composable domain-specific and individual sections; (3) a tool for the semi-automatic extraction of categories from the available virtual reality assets. This paper focuses on the ontology design, illustrated with a few practical examples.",NULL,NULL
610,"Games are Better than Books: In-Situ Comparison of an Interactive Job Interview Game with Conventional Training","Technology-enhanced learning environments are designed to help users practise social skills. In this paper, we present and evaluate a virtual job interview training game which has been adapted to the special requirements of young people with low chances on the job market. The evaluation spanned three days, during which we compared the technology-enhanced training with a traditional learning method usually practised in schools, i.e. reading a job interview guide. The results are promising as professional career counsellors rated the pupils who trained with the system significantly better than those who learned with the traditional method.",NULL,NULL
611,"Activity Recognition in Intelligent Assistive Environments Through Video Analysis with Body-Angles Algorithm","Activity Recognition in a scientific setting is a field that is extremely popular, in which numerous and diverse proposals exist that tackle the creation of systems capable of recognising activities through different types of sensors. Given the relative maturity of Activity Recognition in comparison to Behaviour Recognition , most of the existing proposals in this last field are based in Activity Recognition but with the difference of analysing the activities throughout time. Therefore, the objective of this article is to describe the first phases of development of a larger scale research (doctoral thesis) with which we will intend to analyse the Behaviour of people with focus not only based on Activity Recognition but also with a strong component centered around smart environments with context awareness and supported by the foundations of The Psychology of behaviour .",NULL,NULL
612,"Applying 3D Graphics to Computerized Cognitive Rehabilitation","Cognitive rehabilitation is usually administered in form of paper-based exercises the patient is required to solve. With the availability of new and advanced technologies, computer science is gaining more and more importance in the treatment routine. In this paper a software system for the rehabilitation of cognitively impaired subjects will be presented. Its features guarantee many advantages, both for patients and therapists, but to prevent the risk of reduced compliance, which, considering the intended target of the system- typically elderly people with low computer skills- cannot be ignored, 3D technology has been introduced. The project choices made and implementation strategies applied to increase immersion and entertainment and prevent boredom and drops in compliance will be described. Open issues and future works will also be illustrated.",NULL,NULL
613,"Automation of Colorblindness Detection in Computer-Based Screening Test","Despite popular belief, color vision disorders do have an impact on the life of the persons affected, on both professional and private, everyday level. It is important to be aware of the possessed disorder, as in severe cases colorblindness may even endanger ones life, as e.g. protanopes may perceive red traffic lights as extinguished. Computer games and simulations, although broadly present in medical education for at least fifteen years, have not been yet used as an accepted diagnostic tool. This article discusses the possibility of using serious game for diagnosing color vision disorders with a author-developed disorder-dependent palette of colors, which are difficult to tell apart by colorblind. An experiment, involving simple web browser based game was conducted. The analysis of its results are discussed, especially the problem of false positives and negatives, which is always present in automatic diagnostic systems.",NULL,NULL
614,"Modeling the efficacy of persuasive strategies for different gamer types in serious games for health","Persuasive games for health are designed to alter human behavior or attitude using various Persuasive Technology (PT) strategies. Recent years have witnessed an increasing number of such games, which treat players as a monolithic group by adopting a one-size-fits-all design approach. Studies of gameplay motivation have shown that this is a bad approach because a motivational approach that works for one individual may actually demotivate behavior in others. In an attempt to resolve this weakness, we conducted a large-scale study on 1,108 gamers to examine the persuasiveness of ten PT strategies that are commonly employed in persuasive game design, and the receptiveness of seven gamer personalities (gamer types identified by BrianHex) to the ten PT strategies. We developed models showing the receptiveness of the gamer types to the PT strategies and created persuasive profiles, which are lists of strategies that can be employed to motivate behavior for each gamer type. We then explored the differences between the models and, based on the results, proposed two approaches for data-driven persuasive game design. The first is the one-size-fits-all approach that will motivate a majority of gamers, while not demotivating any player. The second is the personalized approach that will best persuade a particular type of gamer. We also compiled a list of the best and the worst strategies for each gamer type. Finally, to bridge the gap between game design and PT researchers, we map common game mechanics to the persuasive system design strategies.",NULL,NULL
615,"The Use of Electronic Games in Therapy: a Review with Clinical Implications","Therapists and patients enjoy and benefit from interventions that use electronic games (EG) in health care and mental health settings, with a variety of diagnoses and therapeutic goals. We reviewed the use of electronic games designed specifically for a therapeutic purpose, electronic games for psychotherapy (EGP), also called serious games, and commercially produced games used as an adjunct to psychotherapy, electronic games for entertainment (EGE). Recent research on the benefits of EG in rehabilitation settings, EGP, and EGE indicates that electronic methods are often equivalent to more traditional treatments and may be more enjoyable or acceptable, at least to some consumers. Methodological concerns include the lack of randomized controlled trials (RCT) for many applications. Suggestions are offered for using EG in therapeutic practice.",NULL,NULL
616,"Game-based practice versus traditional practice in computer-based writing strategy training: effects on motivation and achievement","Achieving sustained student engagement with practice in computer-based writing strategy training can be a challenge. One potential solution is to foster engagement by embedding practice in educational games; yet there is currently little research comparing the effectiveness of game-based practice versus more traditional forms of practice. In this study, the ARCS model (Keller, Perform Instr 26(8):17, 1987b ) was used to investigate the motivational characteristics of different practice conditions. To this end, 175 students were randomly assigned to one of four experimental conditions: game-based, question-based, model-based, and writing-based practice. All students first learned strategies to write an essay introduction. Subsequently, students practiced using the strategies in the four different conditions. Game-based practice was expected to positively affect ARCS-related motivation toward practice. Results showed that students perceived game-based practice as significantly more interesting and engaging than question-based practice. However, although game-based practice was perceived more positively, only model-based and question-based practice demonstrated a beneficial impact on students ability to implement the writing strategies. These results underline the necessity of interconnecting motivational and instructional design when developing practice methods for computer-based writing strategy training.",NULL,NULL
617,"Developing a cognitive evaluation method for serious game engineers","Serious game is an application that has been recently designed for a specific purpose in areas such as education, healthcare, management, and engineering with the core components in games. There have been recent attempts to evaluate the effects of serious games through cognitive aspects used in empirical research, yet there are struggles for application designers to apply these cognitive neuroscientific principles to validate their proposed programs. In this paper, simple tools in cognitive psychology are introduced for analyzing serious game designs through empirical testing. The experiment is designed to investigate the effects of a tangible walking game on attention, memory, and emotion. Results revealed that the group that directly played the tangible walking game showed a slightly better performance on word recall than the control group that just watched the game. We are proposing, in this paper, an experimental method for validating a tangible walking game that can be potentially applied to other serious games. A cognitive evaluation procedure has been developed showing how to exploit simple empirical testing to validate the effectiveness of the proposed tangible game through the cognitive aspects of information processing.",NULL,NULL
618,"Facing the challenge of teaching emotions to individuals with low- and high-functioning autism using a new Serious game: a pilot study","Background It is widely accepted that emotion processing difficulties are involved in Autism Spectrum Conditions (ASC). An increasing number of studies have focused on the development of training programs and have shown promising results. However, most of these programs are appropriate for individuals with high-functioning ASC (HFA) but exclude individuals with low-functioning ASC (LFA). We have developed a computer-based game called JeStiMulE based on logical skills to teach emotions to individuals with ASC, independently of their age, intellectual, verbal and academic level. The aim of the present study was to verify the usability of JeStiMulE (which is its adaptability, effectiveness and efficiency) on a heterogeneous ASC group. We hypothesized that after JeStiMulE training, a performance improvement would be found in emotion recognition tasks. Methods A heterogeneous group of thirty-three children and adolescents with ASC received two one-hour JeStiMulE sessions per week over four weeks. In order to verify the usability of JeStiMulE, game data were collected for each participant. Furthermore, all participants were presented before and after training with five emotion recognition tasks, two including pictures of game avatars (faces and gestures) and three including pictures of real-life characters (faces, gestures and social scenes). Results Descriptive data showed suitable adaptability, effectiveness and efficiency of JeStiMulE. Results revealed a significant main effect of Session on avatars (ANOVA: F (1,32) = 98.48, P < .001) and on pictures of real-life characters (ANOVA: F (1,32) = 49.09, P < .001). A significant Session  Task  Emotion interaction was also found for avatars (ANOVA: F (6,192) = 2.84, P = .01). This triple interaction was close to significance for pictures of real-life characters (ANOVA: F (12,384) = 1.73, P = .057). Post-hoc analyses revealed that 30 out of 35 conditions found a significant increase after training. Conclusions JeStiMulE appears to be a promising tool to teach emotion recognition not only to individuals with HFA but also those with LFA. JeStiMulE is thus based on ASC-specific skills, offering a model of logical processing of social information to compensate for difficulties with intuitive social processing. Trial registration Comit de Protection des Personnes Sud Mditerrane V (CPP): reference number 11.046 ( https://cpp-sud-mediterranee-v.fr/ ).",NULL,NULL
619,"A quest for meta-learning gains in a physics serious game","This paper describes how a short, repeated and structured opportunity to reflect was integrated in the storyline of a serious game in order to stimulate the development of a meta-cognitive skill: the ability to self-assess the degree of confidence in own answers. An empirical validation of the approach, conducted with 28 secondary school pupils, delivers an uncommon pattern: while the cognitive benefitsthe acquisition of academic knowledge in opticsare negligible and mixed up, the meta-cognitive gains present a raising tendency. The experiment also demonstrates that reflection does not necessarily hamper the game flow, if certain conditions, discussed in the paper, are met.",NULL,NULL
